Code;Year;CI;HP;Equipment;Automobile
D5C;83;305;150;4B,AT;CA,MA,MC,PA
D5C;86;454;240;4B,MT;TR
D5D;86;454;240;4B,MT;TR
D5D;83;305;145;4B,AT;PN
D5F;83;305;150;4B,AT;CA,MA,MC,PA
D5F;86;454;240;4B,MT;TR
D5H;83;305;150;4B,AT;CA,MA,MC,PA
D5N;83;350;170;4B,AT,PO;PA
D5R;83;305;150;4B,AT;PA,PN
D6A;81;305;155;4B,TH350;CA,MA,MC,PA
D6B;81;305;155;4B,TH350;CA,MA,MC,PA
D6C;81;305;155;4B,TH350;CA,MA,MC,PA
D6D;81;305;155;4B,TH350;CA,MA,MC,PA
D6F;81;305;155;4B,TH350;CA,MA,MC,PA
D6H;87;350;170;MT,TBI;TR
D6J;87;350;170;MT,TBI;TR
D6L;87;350;170;MT,TBI;TR
D6M;87;350;170;MT,TBI;TR
D6N;87;350;170;MT,TBI;TR
D6P;87;350;170;MT,TBI;TR
D6R;87;350;170;MT,TBI;TR
D7A;81;305;155;4B,TH350;CA,MA,MC,PA
D7B;81;305;155;4B,TH350;CA,MA,MC,PA
D7J;88;350;195;MT,TBI;TR
D7K;88;350;195;MT,TBI;TR
D7L;88;350;195;MT,TBI;TR
D7N;88;350;195;MT,TBI;TR
D7P;88;350;195;MT,TBI;TR
D7R;88;350;195;MT,TBI;TR
D7S;88;350;195;MT,TBI;TR
D7T;88;350;195;MT,TBI;TR
D7U;88;350;195;MT,TBI;TR
D7W;88;350;195;MT,TBI;TR
D7X;88;350;195;MT,TBI;TR
D8A;81;267;120;2B,TH350;CA,MA,MC,PA
D8B;81;267;120;2B,TH350;CA,MA,MC,PA
D8C;81;267;120;2B,TH350;CA,MA,MC,PA
D8D;81;267;120;2B,TH350;CA,MA,MC,PA
D8F;81;267;120;2B,TH350;CA,MA,MC,PA
D8H;80;267;120;2B,TH350;CA
D8H;87;454;230;MT,TBI;TR
D8J;87;454;230;MT,TBI;TR
D8M;87;454;230;MT,TBI;TR
D8N;87;454;230;MT,TBI;TR
D8P;87;454;230;MT,TBI;TR
D8R;87;454;230;MT,TBI;TR
D9;80;350;190;4B;CA
D9B;80;305;155;4B,TH350;CA
DA;56;265;205;4B,AT;TR;34-35-3700
DA;65;283;195;2B,3S;CH,EC
DA;66;283;195;2B,3S;CH,EC
DA;67;283;195;2B,3S;CH,EC
DA;68;307;200;2B,MT;CH,EC,NO
DA;69;307;200;2B,MT;CA,CH,EC,NO
DAA;78;305;145;2B;PA
DAB;78;305;145;2B;PA
DAF;78;305;145;2B;MA,MC
DB;56;265;205;4B,HDC,MT;TR;34-35-3700
DB;58;283;230;4B,PG;PA
DB;59;283;230;4B,PG;PA
DB;60;283;230;4B,PG;PA
DB;61;283;230;4B,PG;PA
DB;65;283;195;2B,4S;CH,EC
DB;66;283;195;2B,4S;CH,EC
DB;67;283;195;2B,4S;CH,EC
DB;68;307;200;2B,4S;CH,EC,NO
DC;69;307;200;2B,PG;CA,CH,EC,NO
DD;69;307;200;2B,TH350;CA,CH,EC,NO
DD4;86;305;150;4B;FB
DDA;86;305;190;AT,TPI;CA,FB
DDA;83;305;165;AT,TPI;CA,FB
DDB;83;305;150;4B,AT;CA,MA,MC,PA
DDC;83;305;150;4B,AT;CA,MA,MC,PA
DDC;86;305;165;4B,AT;CA,FB
DDD;83;305;150;4B,AT;CA,MA,MC,PA
DDD;86;305;165;4B,AT;CA,FB
DDF;83;305;150;4B,AT;CA,MA,MC,PA
DDH;83;305;150;4B,AT;CA,MA,MC,PA
DDH;86;305;190;AT,TPI;CA,FB
DDJ;83;305;150;4B,AT;CA,MA,MC,PA
DDJ;86;305;165;4B,AT;CA,CH
DDJ;86;305;150;4B,AT;PA
DDK;83;305;150;4B,AT;CA,MA,MC,PA
DDK;86;305;165;4B,AT;CA,CH
DDK;86;305;150;4B,AT;PA
DDL;86;305;165;4B,AT;CA,CH
DDL;86;305;150;4B,AT;PA
DDM;83;305;145;4B,AT;PA,PN
DDM;86;305;180;4B,AT,SS;MC
DDN;83;305;150;4B,AT;CA,MA,MC,PA
DDP;86;305;180;4B,AT,SS;MC
DDS;83;305;145;4B,AT;PN
DDS;86;305;190;AT,TPI;CA,FB
DDT;86;305;190;AT,TPI;CA,FB
DDU;86;305;165;4B,AT;CA,CH
DDU;86;305;150;4B,AT;PA
DDW;83;305;145;4B,AT;PN
DDX;86;305;190;AT,TPI;CA,FB
DDY;83;305;165;TBI;FB
DDY;86;305;165;4B,AT;CA,FB
DDZ;83;305;155;4B,AT;MA,PN
DE;58;283;170;2B,AS,PG;PA
DE;59;283;170;2B,AS,PG;PA
DE;64;283;195;2B,PG;NO
DE;65;283;195;2B,PG;CH,EC
DE;66;283;195;2B,PG;CH,EC
DE;67;283;195;2B,PG;CH,EC
DE;68;307;200;2B,PG;CH,EC,NO
DE;69;307;200;2B,4S;CA,CH,EC,NO
DF;58;283;230;4B,AS,PG;PA
DF;59;283;230;4B,AS,PG;PA
DF;64;283;195;2B,AC,PG;NO
DF;68;307;200;2B,PG;CH
DFA;81;267;120;2B,TH350;CA,MA,MC,PA
DFB;81;267;120;2B,TH350;CA,MA,MC,PA
DFC;81;267;120;2B,TH350;CA,MA,MC,PA
DFD;81;267;120;2B,TH350;CA,MA,MC,PA
DFF;81;267;120;2B,TH350;CA,MA,MC,PA
DFH;81;267;120;2B,TH350;CA,MA,MC,PA
DFK;81;267;120;2B,TH350;CA,MA,MC,PA
DFL;87;305;165;4B,AT;CA,FB,GP
DFM;86;305;165;4B,AT;CA,CH
DFM;86;305;150;4B,AT;PA
DFR;86;305;190;4B,5S;CA
DFR;86;305;190;4B,AT;FB
DFS;86;305;190;4B,5S;CA
DFS;86;305;190;4B,AT;FB
DFT;86;305;190;4B,5S;CA
DFT;86;305;190;4B,AT;FB
DFU;86;305;190;4B,5S;CA
DFU;86;305;190;4B,AT;FB
DG;58;283;230;4B,PG;CO
DG;59;283;230;4B,PG;CO
DG;60;283;230;4B,PG;CO
DG;61;283;230;4B,PG;CO
DG;65;283;220;4B,3S;CH,EC
DG;66;283;220;4B,3S;CH,EC
DGN;83;305;150;4B,AT;CA,MA,MC,PA
DH;58;283;250;FI,PG;CO
DH;59;283;250;FI,PG;CO
DH;65;283;220;4B,PG;CH,EC
DH;66;283;220;4B,PG;CH,EC
DH;68;307;200;2B,PG;PA
DHA;81;305;155;4B,TH350;CA,MA,MC,PA
DHB;81;305;155;4B,TH350;CA,MA,MC,PA
DHC;81;305;155;4B,TH350;CA,MA,MC,PA
DHD;81;305;155;4B,TH350;CA,MA,MC,PA
DHF;81;305;155;4B,TH350;CA,MA,MC,PA
DHH;81;305;155;4B,TH350;CA,MA,MC,PA
DHJ;81;305;155;4B,TH350;CA,MA,MC,PA
DHK;81;305;155;4B,TH350;CA,MA,MC,PA
DHM;81;305;155;4B,TH350;CA,MA,MC,PA
DHN;81;305;155;4B,TH350;CA,MA,MC,PA
DHR;81;305;155;4B,TH350;CA,MA,MC,PA
DHS;81;305;155;4B,TH350;CA,MA,MC,PA
DHT;81;305;155;4B,TH350;CA,MA,MC,PA
DHU;81;305;155;4B,TH350;CA,MA,MC,PA
DHZ;81;305;155;4B,TH350;CA,MA,MC,PA
DI;66;283;195;2B,3S,AIR;CH,EC
DI;67;283;195;2B,3S,AIR;CH,EC
DJ;58;283;245;2x4B,PG;CO
DJ;59;283;245;2x4B,PG;CO
DJ;60;283;245;2x4B,PG;CO
DJ;61;283;245;2x4B,PG;CO
DJ;66;283;195;2B,AIR,PG;CH,EC
DJ;67;283;195;2B,AIR,PG;CH,EC
DJH;91;350;185;AT,TBI;PA
DK;59;283;170;2B,AC,PG;PA
DK;60;283;170;2B,AC,PG;PA
DK;61;283;170;2B,AC,PG;PA
DK;62;283;170;2B,AC,PG;PA
DK;63;283;195;2B,AC,PG;PA
DK;66;283;195;2B,4S,AIR;CH,EC
DK;67;283;195;2B,4S,AIR;CH,EC
DK;68;307;200;2B,TH400;PA
DKB;81;305;155;4B,TH350;CA,FB,MA,MC,PA
DKB;86;350;230;MT,TPI;CO
DKC;86;350;230;AT,TPI;CO
DKD;86;350;230;MT,OC,TPI;CO
DKF;81;305;155;4B,TH350;CA,MA,MC,PA
DKF;86;350;230;AT,OC,TPI;CO
DKH;81;305;155;4B,TH350;CA,MA,MC,PA
DKH;86;350;230;AT,EX,TPI;CO
DKJ;81;305;155;4B,TH350;CA,MA,MC,PA
DKJ;86;350;230;AT,TPI;FB
DKK;86;350;230;AT,TPI;FB
DL;59;283;170;2B,AC,AS,PG;PA
DL;66;283;220;4B,AIR,MT;CH,EC
DM;59;283;230;4B,AC,PG;PA
DM;60;283;230;4B,AC,PG;PA
DM;61;283;230;4B,AC,PG;PA
DM;66;283;220;4B,AIR,PG;CH
DMA;79;267;125;2B,MT;MA,MC
DMA;81;350;190;4B,TH350;CA
DMB;79;267;125;2B,MT;MA,MC
DMB;81;350;190;4B,TH350;CA
DMC;79;267;125;2B,MT;MA,MC
DMC;81;350;190;4B,TH350;CA
DMD;79;267;125;2B,MT;MA,MC
DMD;81;350;190;4B,TH350;CA
DMF;79;267;125;2B,MT;MA,MC
DMF;81;350;190;4B,TH350;CA
DMH;79;267;125;2B,MT;MA,MC
DMH;81;350;190;4B,TH350;CA
DMM;79;267;125;2B,MT;MA,MC
DMR;79;267;125;2B,MT;MA,MC
DN;59;283;230;4B,AC,AS,PG;PA
DN;67;283;195;2B,HDC,MT;CH,EC
DN;68;307;200;2B,HDC,MT;CH,EC
DN2;79;305;135;2B;FB
DNA;79;305;130;2B,TH350;MO
DNB;79;305;130;2B,TH350;MO
DNC;79;305;130;2B,AT,CE;MO
DND;79;305;130;2B,AT,CE;MO
DNF;79;305;130;2B,TH350;CA,NO
DNG;79;305;130;2B,TH350;MA,MC
DNH;79;305;130;2B,AT;CA
DNJ;79;305;125;2B,AT;NO
DNK;79;305;130;2B,AT,CE;CA,NO
DNL;79;305;130;2B,AT;PA
DNM;79;305;130;2B,AT;PA
DNR;79;305;130;2B,AT,CE;PA
DNS;79;305;160;4B,AT;MA,MC
DNT;79;305;160;4B,AT;MA,MC
DNU;79;305;160;4B,AT;MA,MC
DNW;79;305;160;4B,AT;MA,MC
DNX;79;305;165;4B,AT;MA,MC
DNY;79;305;165;4B,AT;MA,MC
DNZ;79;305;130;2B,TH350;CA,NO
DO;68;307;200;2B,MT;PA
DP;59;283;250;FI,PG;PA
DP;68;307;200;2B,4S,SS;PA
DQ;68;307;200;2B,HDC,MT;PA
DR;68;307;200;2B,PG;PA
DRA;79;350;170;4B,AT;PA
DRA;83;305;155;4B,AT;PN
DRB;79;350;170;4B,AT;PA
DRC;79;350;170;4B,MT;CA
DRD;79;350;170;4B,TH350;CA
DRF;79;350;170;4B,MT;CA
DRH;79;350;170;4B,AT;CA,PA
DRJ;79;350;170;4B,AT,CE;NO,PA
DRK;79;350;170;4B,AT,CE;PA
DRL;79;350;170;4B,AT,CE;CA,PA
DRW;79;350;170;4B,TH350;CA
DRX;79;350;170;4B,AT,HA;CA,MA,NO,PA
DRY;79;350;170;4B,TH350;CA,NO,PA
DRZ;79;350;170;4B,TH350;PA
DS;68;307;200;2B,TH;PA
DSC;83;305;155;4B,AT;PN
DTA;79;305;160;4B,AT,HA;MA,MC
DTB;79;305;160;4B,AT,HA;MA,MC
DTC;79;305;130;2B,PO,TX;PA
DTD;79;305;130;2B,AT,CE;PA
DTF;79;305;160;4B,AT;MA,MC
DTH;79;305;160;4B,PO,TH350,TX;MA
DTJ;79;305;160;4B,PO,TH350,TX;MA
DTK;79;305;130;2B,MT;MO
DTL;79;305;130;2B,AT;MO
DTM;79;305;130;2B,MT;CA,NO
DTR;79;305;130;2B,TH350;CA
DTS;79;305;160;4B,MT;MA,MC
DTU;79;305;160;4B,AT,CE;MA,MC
DTX;79;305;160;4B,AT;MA,MC
DTY;79;305;130;2B,TH350;PA
DTZ;79;305;130;2B,TH350;PA
DUA;83;305;165;AT,TPI;CA,FB
DUB;79;350;170;4B,AT,HA,PO,TX;PA
DUC;79;350;170;4B,AT,PO;PA
DUC;83;350;170;4B,AT,PO;PA
DUD;79;350;170;4B,AT,CE,PO;PA
DUF;79;350;165;4B,AT;MA
DUH;79;350;165;4B,AT,HA;MA
DUJ;79;350;165;4B,AT,HA;MA
DUK;83;305;165;AT,TPI;FB
DUK;83;305;160;4B,AT;PN
DVA;83;305;160;4B,AT;PN
DWA;79;305;165;4B,TH350;MA,MC
DWB;79;305;165;4B,TH350;MA,MC
DWT;83;305;165;TBI;FB
DXA;79;350;130;2B,AT;PA
DZ;69;302;290;4B,MT,Z28;CA
E;55;265;154;2B,MT;TR
E;56;265;155;2B,MT;TR;5000;Series
E;57;283;220;4B,3S;PA,TR
E;58;283;170;2B,TG;PA
E;59;283;170;2B,TG;PA
E;60;283;170;2B,TG;PA
E;61;283;170;2B,TG;PA
E;68;327;250;4B,MT;EC
EA;55;265;154;2B,MT;TR
EA;56;265;155;2B,PG;TR;5000;Series
EA;57;283;245;2x4B,3S;PA
EA;65;327;250;4B,MT;CH,EC
EA;66;327;275;4B,MT;CH,EC
EA;67;327;275;4B,MT;CH,EC
EA;68;327;275;4B,MT;CH,EC,NO
EB;55;265;154;2B,MT;TR
EB;57;283;270;2x4B,3S,HLC;PA
EB;58;283;230;4B,TG;PA
EB;59;283;230;4B,TG;PA
EB;60;283;230;4B,TG;PA
EB;61;283;230;4B,TG;PA
EB;65;327;300;4B,MT;CH,EC
EB;66;327;275;4B,AIR,MT;CH,EC
EB;67;327;275;4B,AIR,MT;CH,EC
EC;57;283;220;4B,3S,OD;PA
EC;58;283;250;FI,TG;PA
EC;59;283;250;FI,TG;PA
EC;65;327;350;4B,4S;CH,EC
EC;66;327;275;4B,AIR,PG;CH,EC
EC;67;327;275;4B,AIR,PG;CH,EC
EC;68;327;275;4B,PG;CH,EC
ED;57;283;245;2x4B,3S,OD;PA
ED;58;283;170;2B,AS,TG;PA
ED;59;283;170;2B,AS,TG;PA
ED;65;327;350;4B,MT,TI;CH,EC
ED;66;396;325;4B,MT;CH,EC
ED;67;396;325;4B,MT;CH,EC
ED;68;396;325;4B,MT;CH,EC
EE;65;327;250;4B,PG;CH,EC
EE;66;327;275;4B,PG;CH,EC
EE;67;327;275;4B,PG;CH,EC
EE;68;327;275;4B,PG;CH,EC,NO
EE;69;350;255;4B,PG;EC
EF;57;283;220;4B,MT;CO
EF;58;283;230;4B,AS,TG;PA
EF;59;283;230;4B,AS,TG;PA
EF;65;327;300;4B,PG;CH,EC
EF;66;396;360;4B,MT;CH,EC
EF;67;396;350;4B,MT;CH,EC
EF;68;396;350;4B,MT;CH,EC
EG;57;283;270;2x4B,MT;CO
EG;59;283;170;2B,AC,TG;PA
EG;60;283;170;2B,AC,TG;PA
EG;61;283;170;2B,AC,TG;PA
EG;66;396;375;4B,MT;CH,EC
EG;67;396;375;4B,MT;CH,EC
EG;68;396;375;4B,MT;CH,EC
EH;57;283;245;2x4B,MT;CO
EH;59;283;170;2B,AC,AS,TG;PA
EH;66;396;325;4B,AIR,MT;CH,EC
EH;67;396;325;4B,AIR,MT;CH,EC
EH;68;327;250;4B,MT;CH,EC
EI;67;396;350;4B,MT;CA
EI;68;327;250;4B,PG;CH,EC
EJ;57;283;250;3S,FI;PA
EJ;59;283;230;4B,AC,TG;PA
EJ;60;283;230;4B,AC,TG;PA
EJ;61;283;230;4B,AC,TG;PA
EJ;66;396;360;4B,AIR,MT;CH,EC
EJ;67;396;350;4B,AIR,MT;CH,EC
EJ;68;327;250;4B,HDC,MT;CH,EC
EK;57;283;283;3S,FI,HLC;PA
EK;59;283;230;4B,AC,AS,TG;PA
EK;66;396;325;4B,PG;CH,EC
EK;67;396;325;4B,PG;CH,EC
EK;68;396;325;4B,PG;CH,EC
EL;57;283;283;FI,HLC,MT;CO
EL;66;396;360;4B,PG;CH,EC
EL;67;396;350;4B,PG;CH,EC
EL;68;396;350;4B,PG;CH,EC
EM;57;283;250;FI,MT;CO
EM;66;396;325;4B,AIR,PG;CH,EC
EM;67;396;325;4B,AIR,PG;CH,EC
EN;57;283;283;CAI,FI,HLC,MT;CO
EN;66;396;360;4B,AIR,PG;CH,EC
EN;67;396;350;4B,AIR,PG;CH,EC
EO;68;327;275;4B,HDC,MT;CH,EC
EP;67;327;325;4B,4S;CH,EC
EP;68;327;325;4B,MT;CH,EC,NO
EQ;67;327;275;4B,HDC,MT;CH,EC
EQ;67;396;350;4B,TH400;CA
ER;67;327;325;4B,4S,AIR;CH,EC
ES;67;327;325;4B,HDC,MT;CH,EC
ES;68;327;325;4B,HDC,MT;CH,EC
ET;67;396;325;4B,TH400;CH,EC
ET;68;396;325;4B,TH400;CH,EC
EU;67;396;350;4B,TH400;CH,EC
EU;68;396;350;4B,TH400;CH,EC
EV;67;396;325;4B,AIR,TH400;CH,EC
EW;67;396;350;4B,AIR,TH400;CH,EC
EX;67;396;375;4B,AIR,MT;CH,EC
EY;67;396;350;4B,AIR,TH400;CA
F;55;265;162;2B,PG;PA,TR
F;56;265;170;2B,PG;PA,TR
F;57;283;185;2B,PG;PA,TR
F;58;348;250;4B,MT;PA
F;59;348;250;4B,MT;PA
F;60;348;250;4B,MT;PA
F;61;348;250;4B,MT;PA
FA;57;283;185;2B,AC,PG;PA
FA;58;348;280;3x2B,MT;PA
FA;59;348;280;3x2B,MT;PA
FA;60;348;280;3x2B,MT;PA
FA;61;348;280;3x2B,MT;PA
FA;69;327;235;2B,MT;PA
FAD;87;305;150;MT,TBI;TR
FAJ;87;305;150;MT,TBI;TR
FAK;87;305;150;MT,TBI;TR
FAL;87;305;160;4B,MT;TR
FAZ;87;305;150;MT,TBI;TR
FB;55;265;180;4B,PG;PA,TR
FB;56;265;205;4B,PG;PA,TR
FB;58;348;315;3x2B,3S,HLC;PA
FB;59;348;315;3x2B,3S,HLC;PA
FB;69;327;235;2B,PG;PA
FBD;84;454;230;4B,MT;TR
FBF;84;454;230;4B,MT;TR
FBH;84;454;230;4B,MT;TR
FBJ;84;454;230;4B,MT;TR
FBK;84;454;230;4B,MT;TR
FBK;87;350;170;MT,TBI;TR
FBL;87;350;170;MT,TBI;TR
FBM;84;454;230;4B;MR
FBM;84;454;230;4B,MT;TR
FBM;87;350;170;MT,TBI;TR
FBN;87;350;170;MT,TBI;TR
FBR;84;454;230;4B,MT;TR
FBS;84;454;230;4B,MT;TR
FBT;84;454;230;4B,MT;TR
FBU;84;454;230;4B,MT;TR
FBW;84;454;230;4B,MT;TR
FC;55;265;162;2B,AC,PG;PA,TR
FC;56;265;170;2B,AC,PG;PA,TR
FC;57;283;220;4B,PG;PA
FC;58;348;315;4B,HLC,MT,PO;PA
FC;69;327;235;2B,TH350;PA
FCA;91;305;175;MT,TBI;TR
FCC;84;305;160;4B,MT;TR
FCD;84;305;160;4B,MT;TR
FCF;84;305;160;4B,MT;TR
FCH;84;305;160;4B,MT;TR
FCH;90;454;230;MT,TBI;TR
FCJ;90;454;230;MT,TBI;TR
FCK;84;305;160;4B,MT;TR
FCK;90;454;230;MT,TBI;TR
FCL;90;454;230;MT,TBI;TR
FCM;84;305;160;4B,MT;TR
FCN;84;305;160;4B,MT;TR
FCN;90;454;230;MT,TBI;TR
FCR;84;305;160;4B,MT;TR
FCS;84;305;160;4B,MT;TR
FCT;84;305;160;4B,MT;TR
FCU;85;305;160;4B,MT;TR
FCW;85;305;160;4B,MT;TR
FCX;85;305;160;4B,MT;TR
FCY;85;305;160;4B,MT;TR
FCZ;85;305;160;4B,MT;TR
FD;55;265;180;4B,AC,PG;PA,TR
FD;56;265;205;4B,AC,PG;PA,TR
FD;57;283;245;2x4B,PG;PA
FD;58;348;305;4B,HLC,MT;PA
FD;59;348;305;4B,HLC,MT;PA
FDA;84;305;155;4B,MT;TR
FDB;84;305;155;4B,MT;TR
FDC;84;305;160;4B,MT;TR
FDD;84;305;160;4B,MT;TR
FDF;84;305;160;4B,MT;TR
FDH;84;305;160;4B,MT;TR
FDK;84;305;160;4B,MT;TR
FDM;84;305;160;4B,MT;TR
FDN;84;305;160;4B,MT;TR
FDR;84;305;160;4B,MT;TR
FDS;84;305;160;4B,MT;TR
FDT;84;305;160;4B,MT;TR
FDW;85;305;155;4B,MT;TR
FE;57;283;220;4B,AC,PG;PA
FE;59;348;335;3x2B,HLC,MT;PA
FE;60;348;335;3x2B,HLC,MT;PA
FFA;85;305;160;4B,MT;TR
FFB;85;305;160;4B,MT;TR
FFC;85;305;160;4B,MT;TR
FFD;85;305;160;4B,MT;TR
FG;55;265;180;4B,PG;CO
FG;56;265;225;2x4B,PG;CO
FG;57;283;245;2x4B,PG;CO
FG;59;348;320;4B,HLC,MT;PA
FG;60;348;320;4B,HLC,MT;PA
FG;69;327;235;2B,PO;PA
FH;56;265;225;2x4B,PG;PA
FH;57;283;220;4B,PG;CO
FH;60;348;320;4B,HLC,MT;PA
FH;61;348;350;3x2B,HLC,MT;PA
FH;69;327;235;2B,TH400;PA
FHC;87;350;170;MT,TBI;TR
FHF;87;350;170;MT,TBI;TR
FJ;57;283;250;FI,PG;PA
FJ;60;348;340;4B,HLC,MT;PA
FJ;61;348;340;4B,HLC,MT;PA
FJ;69;327;210;2B,MT;PA
FJB;91;350;210;MT,TBI;TR
FJC;91;350;210;MT,TBI;TR
FJF;91;350;210;MT,TBI;TR
FJH;87;305;150;MT,TBI;TR
FJM;91;350;210;MT,TBI;TR
FJS;91;350;210;MT,TBI;TR
FJU;91;350;210;MT,TBI;TR
FJZ;91;350;210;MT,TBI;TR
FK;56;265;210;4B,PG;CO
FK;57;283;250;FI,PG;CO
FK;69;327;210;2B,PG;PA
FKL;91;350;210;MT,TBI;TR
FL;61;348;305;4B,HLC,MT;PA
FL;69;327;210;2B,TH350;PA
FLH;85;350;160;4B,MT;TR
FLJ;85;350;160;4B,MT;TR
FLK;85;350;160;4B,MT;TR
FLL;85;350;160;4B,MT;TR
FLL;87;305;150;MT,TBI;TR
FLM;85;350;160;4B,MT;TR
FLN;85;350;160;4B,MT;TR
FLR;85;350;160;4B,MT;TR
FLS;85;350;160;4B,MT;TR
FLT;85;350;160;4B,MT;TR
FLW;85;350;160;4B,MT;TR
FMA;85;350;165;4B,MT;TR
FMB;85;350;165;4B,MT;TR
FMC;85;350;165;4B,MT;TR
FMD;85;350;165;4B,MT;TR
FMF;85;350;165;4B,MT;TR
FMH;85;350;165;4B,MT;TR
FMJ;85;350;165;4B,MT;TR
FMK;85;350;160;4B,MT;TR
FML;85;350;160;4B,MT;TR
FMM;85;350;160;4B,MT;TR
FMR;85;350;160;4B,MT;TR
FMS;85;350;160;4B,MT;TR
FMT;85;350;160;4B,MT;TR
FMU;85;350;160;4B,MT;TR
FMW;85;350;160;4B,MT;TR
FNA;85;350;160;4B,MT;TR
FNA;91;350;160;4B,EX,MT;TR
FNB;85;350;160;4B,MT;TR
FNB;91;350;210;FWD,MT,TBI;TR
FNC;85;350;160;4B,MT;TR
FNC;91;350;210;FWD,MT,TBI;TR
FND;85;350;160;4B,MT;TR
FND;91;350;210;MT,TBI;TR
FNF;85;350;160;4B,MT;TR
FNH;85;350;160;4B,MT;TR
FNJ;85;350;160;4B,MT;TR
FNK;85;350;160;4B,MT;TR
FNM;85;350;160;4B,MT;TR
FNN;85;350;160;4B,MT;TR
FNR;85;350;160;4B,MT;TR
FNS;85;350;160;4B,MT;TR
FPA;87;350;160;4B,MT;TR
FPB;87;350;160;4B,MT;TR
FPC;87;350;160;4B,MT;TR
FPD;87;350;160;4B,MT;TR
FPF;87;350;160;4B,MT;TR
FPH;87;350;160;4B,MT;TR
FPH;90;454;230;MT,TBI;TR
FPJ;87;350;160;4B,MT;TR
FPJ;90;454;230;MT,TBI;TR
FPK;87;350;160;4B,MT;TR
FPK;90;454;230;MT,TBI;TR
FPL;87;350;160;4B,MT;TR
FRA;84;350;165;4B,MT;TR
FRB;84;350;165;4B,MT;TR
FRC;84;350;165;4B,MT;TR
FRD;84;350;165;4B,MT;TR
FRF;84;350;165;4B,MT;TR
FRJ;84;350;165;4B,MT;TR
FRK;84;350;165;4B,MT;TR
FRS;85;350;160;4B,MT;TR
FRT;85;350;160;4B,MT;TR
FRU;85;350;160;4B,MT;TR
FSH;84;350;165;4B,MT;TR
FSH;90;454;230;MT,TBI;TR
FSJ;90;454;230;MT,TBI;TR
FSK;90;454;230;MT,TBI;TR
FSN;90;454;230;MT,TBI;TR
FSP;90;454;230;MT,TBI;TR
FY;69;327;235;2B,MT,TX;PA
FZ;69;327;235;2B,PG,PO,TX;PA
G;55;265;162;2B,3S;PA,TR
G;56;265;162;2B,3S;PA,TR
G;57;283;185;2B,TG;PA
G;58;348;250;4B,PG;PA
G;59;348;250;4B,PG;PA
G;60;348;250;4B,PG;PA
GA;65;283;195;2B,3S;PA
GA;67;283;195;2B,3S;PA
GA;69;327;235;2B,PO,TH350,TX;PA
GB;59;348;315;3x2B,HLC,PG;PA
GB;60;348;315;3x2B,HLC,PG;PA
GB;69;327;235;2B,PO,TH400,TX;PA
GC;55;265;162;2B,3S,OD;PA,TR
GC;56;265;162;2B,3S,OD;PA,TR
GC;57;283;220;4B,TG;PA
GC;65;283;195;2B,4S;PA
GC;67;283;195;2B,4S;PA
GD;55;265;180;4B,3S;PA,TR
GD;57;283;245;2x4B,TG;PA
GD;59;348;305;4B,HLC,PG;PA
GD;60;348;305;4B,HLC,PG;PA
GD;61;348;305;4B,HLC,PG;PA
GD;69;350;350;4B,AC,MT,TI;CO
GE;55;265;180;4B,3S,OD;PA,TR
GE;56;265;205;4B,3S,OD;PA
GE;61;348;335;3x2B,HLC,PG;PA
GE;69;350;250;2B,PG;PA
GF;55;265;162;2B,3S,AC;PA,TR
GF;56;265;162;2B,3S,AC;PA,TR
GF;57;283;250;FI,TG;PA
GF;65;283;195;2B,PG;PA
GF;66;283;195;2B,PG;PA
GF;67;283;195;2B,PG;PA
GG;55;265;180;4B,3S,AC;PA,TR
GJ;55;265;162;2B,3S,HDC;PA,TR
GJ;56;265;162;2B,3S,HDC;PA,TR
GK;55;265;162;2B,3S,AC,HDC;PA,TR
GK;56;265;162;2B,3S,AC,HDC;PA,TR
GK;65;283;220;4B,MT;PA
GK;66;283;195;2B,AIR,MT;PA
GK;67;283;195;2B,AIR,MT;PA
GL;55;265;180;4B,3S,HDC;PA,TR
GL;56;265;205;4B,3S;PA,TR
GL;65;283;220;4B,PG;PA
GL;66;283;220;4B,PG;PA
GM;55;265;180;4B,3S,AC,HDC;PA,TR
GM;56;265;205;4B,3S,AC;PA,TR
GN;55;265;180;4B,3S,AC,OD;PA,TR
GN;56;265;205;4B,3S,AC,OD;PA,TR
GO;67;283;195;2B,AIR,PG;PA
GQ;55;265;162;2B,3S,AC,OD;PA,TR
GQ;56;265;162;2B,3S,AC,OD;PA,TR
GR;55;265;180;4B,3S;CO
GR;56;265;225;2x4B,3S;CO
GS;56;265;225;2x4B,3S;PA
GS;66;283;195;2B,4S,AIR;PA
GS;67;283;195;2B,4S,AIR;PA
GT;56;265;240;2x4B,3S,HLC;PA
GT;66;283;195;2B,AIR,PG;PA
GT;67;283;195;2B,AIR,PG;PA
GU;56;265;240;2x4B,3S,HLC;CO
GU;67;283;195;2B,HDC,MT;PA
GV;56;265;210;4B,3S;CO
GW;66;283;220;4B,MT;PA
GX;66;283;220;4B,AIR,MT;PA
GZ;66;283;220;4B,AIR,PG;PA
H;56;265;155;2B,MT;TR;6000;Series
H;58;348;250;4B,TG;PA
H;59;348;250;4B,TG;PA
H;60;348;250;4B,TG;PA
H;61;348;250;4B,TG;PA
HA;56;265;Heavy;Duty;TR;4000;Series
HA;58;348;280;3x2B,TG;PA
HA;59;348;280;3x2B,TG;PA
